,race_id,venue,race_no,config,surface,distance,going,horse_ratings,prize,race_class,sec_time1,sec_time2,sec_time3,sec_time4,time1,time2,time3,time4,place_combination1,place_combination2,place_combination3,place_dividend1,place_dividend2,place_dividend3
1619,1619,0,1,5,0,1400,2,40-0,500000.0,5,13.67,22.33,23.5,24.24,13.67,36.0,59.5,83.74,8,6,2.0,20.5,15.0,75.0
1620,1620,0,2,5,0,1400,2,60-40,640000.0,4,13.88,22.56,23.83,23.7,13.88,36.44,60.27,83.97,12,1,7.0,26.5,15.0,19.5
1621,1621,0,3,5,0,1000,2,60-40,640000.0,4,13.42,21.27,22.66,,13.42,34.69,57.35,,3,1,14.0,34.0,10.1,36.5
1622,1622,0,4,5,0,1200,2,60-40,640000.0,4,24.11,22.97,23.34,,24.11,47.08,70.42,,6,12,11.0,19.5,36.0,33.5
1623,1623,0,5,5,0,1800,2,60-40,640000.0,4,14.06,22.55,25.06,24.41,14.06,36.61,61.67,86.08,9,4,7.0,69.0,12.5,32.5
1624,1624,0,6,5,0,1800,2,80-60,850000.0,3,13.81,22.41,23.92,25.41,13.81,36.22,60.14,85.55,1,3,5.0,13.5,14.5,30.0
1625,1625,0,7,5,0,1200,2,80-60,850000.0,3,23.84,23.19,22.45,,23.84,47.03,69.48,,4,8,2.0,11.0,18.0,13.0
1626,1626,0,8,5,0,1000,2,105-80,1400000.0,1,13.47,20.56,22.7,,13.47,34.03,56.73,,7,4,12.0,10.1,28.0,69.5
1627,1627,0,9,5,0,1400,2,110-90,1750000.0,1,13.8,22.17,23.16,23.13,13.8,35.97,59.13,82.26,13,3,9.0,16.0,20.0,55.0
1628,1628,0,10,5,0,1400,2,85-60,850000.0,3,13.62,22.0,24.24,23.18,13.62,35.62,59.86,83.04,4,6,5.0,10.5,20.5,38.5
1629,1629,1,1,2,0,2200,1,40-10,500000.0,5,14.41,24.31,24.88,25.44,14.41,38.72,63.6,89.04,8,5,9.0,41.5,21.0,17.0
1630,1630,1,2,2,0,1650,1,60-40,640000.0,4,27.7,24.91,24.56,24.23,27.7,52.61,77.17,101.4,11,8,5.0,15.5,13.5,40.0
1631,1631,1,3,2,0,1650,1,60-40,640000.0,4,27.78,24.66,25.66,24.02,27.78,52.44,78.1,102.12,12,5,1.0,35.5,89.0,17.0
1632,1632,1,4,2,0,1200,1,60-40,640000.0,4,23.91,23.36,23.95,,23.91,47.27,71.22,,5,4,1.0,18.5,14.5,17.0
1633,1633,1,5,2,0,1200,1,80-60,850000.0,3,24.14,23.02,23.32,,24.14,47.16,70.48,,6,5,1.0,26.0,32.0,108.5
1634,1634,1,6,2,0,1650,1,80-60,850000.0,3,27.23,24.03,26.17,24.11,27.23,51.26,77.43,101.54,4,2,6.0,18.0,22.5,21.5
1635,1635,1,7,2,0,1800,1,100-80,1150000.0,2,14.11,23.52,25.23,25.59,14.11,37.63,62.86,88.45,7,5,9.0,20.5,22.5,33.0
1636,1636,1,8,2,0,1650,1,80-60,850000.0,3,28.44,25.12,24.88,23.46,28.44,53.56,78.44,101.9,7,6,1.0,18.0,21.5,15.0
1637,1637,0,1,0,0,1200,0,40-10,500000.0,5,24.14,22.34,24.17,,24.14,46.48,70.65,,9,1,12.0,18.0,39.0,187.0
1638,1638,0,2,0,0,1200,0,60-40,640000.0,4,24.2,23.38,23.26,,24.2,47.58,70.84,,7,5,12.0,14.5,127.0,27.0
1639,1639,0,3,0,0,1600,0,60-40,640000.0,4,24.33,22.95,24.89,24.42,24.33,47.28,72.17,96.59,2,10,13.0,17.0,31.5,63.5
1640,1640,0,4,0,0,1400,0,65-40,640000.0,4,13.64,22.11,24.67,23.62,13.64,35.75,60.42,84.04,13,9,8.0,69.0,69.5,19.0
1641,1641,0,5,0,1,1200,1,80-60,850000.0,3,23.83,22.41,22.7,,23.83,46.24,68.94,,2,3,7.0,14.0,48.0,15.0
1642,1642,0,6,0,0,1000,0,85-60,850000.0,3,13.62,21.06,23.12,,13.62,34.68,57.8,,8,14,5.0,18.5,24.5,16.0
1643,1643,0,7,0,0,2000,0,G,3000000.0,12,25.86,24.38,24.12,23.83,25.86,50.24,74.36,98.19,5,3,6.0,17.5,112.0,22.0
1644,1644,0,8,0,0,1600,0,100-80,1150000.0,2,24.55,23.22,23.83,23.7,24.55,47.77,71.6,95.3,9,8,13.0,14.5,18.0,30.0
1645,1645,0,9,0,1,1200,1,110-85,1750000.0,1,23.48,21.78,23.04,,23.48,45.26,68.3,,12,10,1.0,13.5,17.0,13.5
1646,1646,0,10,0,0,1600,0,80-60,850000.0,3,24.64,23.59,23.73,23.81,24.64,48.23,71.96,95.77,1,9,3.0,17.5,14.5,27.0
1647,1647,1,1,4,0,1650,1,40-10,500000.0,5,27.77,24.08,25.28,24.53,27.77,51.85,77.13,101.66,7,10,1.0,19.0,15.0,15.5
1648,1648,1,2,4,0,1200,1,60-40,640000.0,4,24.0,23.5,23.56,,24.0,47.5,71.06,,5,7,9.0,17.0,62.0,14.5
1649,1649,1,3,4,0,1000,1,60-40,640000.0,4,12.95,21.84,23.27,,12.95,34.79,58.06,,12,3,7.0,16.0,49.0,16.5
1650,1650,1,4,4,0,1800,1,60-40,640000.0,4,13.94,22.84,24.83,25.25,13.94,36.78,61.61,86.86,8,6,3.0,57.0,51.5,12.5
1651,1651,1,5,4,0,1650,1,60-40,640000.0,4,27.73,25.03,26.16,23.58,27.73,52.76,78.92,102.5,7,12,2.0,10.1,20.5,76.5
1652,1652,1,6,4,0,2200,1,80-60,850000.0,3,14.14,22.86,24.86,25.49,14.14,37.0,61.86,87.35,8,3,6.0,41.5,18.0,19.5
1653,1653,1,7,4,0,1000,1,80-60,850000.0,3,12.8,21.34,23.46,,12.8,34.14,57.6,,11,2,6.0,11.0,28.5,22.0
1654,1654,1,8,4,0,1200,1,80-60,850000.0,3,24.09,23.2,23.16,,24.09,47.29,70.45,,2,12,7.0,41.5,20.5,15.5
1655,1655,0,1,3,0,1400,0,60-40,640000.0,4,13.72,21.45,23.69,23.82,13.72,35.17,58.86,82.68,8,13,5.0,11.0,29.0,61.0
1656,1656,0,2,0,1,1200,1,60-40,640000.0,4,23.78,22.17,23.55,,23.78,45.95,69.5,,11,7,1.0,18.5,70.5,45.5
1657,1657,0,3,3,0,1600,0,80-60,850000.0,3,24.75,23.44,24.44,23.12,24.75,48.19,72.63,95.75,9,1,7.0,11.5,13.0,13.0
1658,1658,0,4,0,1,1800,1,40-0,500000.0,5,13.91,23.17,24.53,24.48,13.91,37.08,61.61,86.09,8,12,4.0,19.5,21.0,75.5
1659,1659,0,5,3,0,1400,0,60-40,640000.0,4,13.67,21.8,23.81,24.13,13.67,35.47,59.28,83.41,5,8,9.0,16.5,50.0,17.0
1660,1660,0,6,3,0,1400,0,80-60,850000.0,3,13.69,21.86,24.12,23.39,13.69,35.55,59.67,83.06,11,5,6.0,10.1,30.5,49.0
1661,1661,0,7,3,0,1600,0,G,3000000.0,12,25.28,23.44,23.23,22.42,25.28,48.72,71.95,94.37,1,5,10.0,12.5,14.5,31.0
1662,1662,0,8,3,0,1200,0,G,3000000.0,12,23.33,22.58,22.91,,23.33,45.91,68.82,,2,4,10.0,32.5,26.5,31.0
1663,1663,0,9,3,0,1200,0,80-60,850000.0,3,24.34,22.53,23.13,,24.34,46.87,70.0,,7,4,2.0,32.0,169.5,18.0
1664,1664,0,10,3,0,1200,0,100-80,1150000.0,2,24.56,23.27,22.23,,24.56,47.83,70.06,,2,3,11.0,24.5,49.0,11.5
1665,1665,1,1,5,0,1000,1,40-10,500000.0,5,13.03,22.33,23.36,,13.03,35.36,58.72,,4,3,5.0,22.0,106.0,34.5
1666,1666,1,2,5,0,2200,1,60-40,640000.0,4,14.19,23.12,25.67,25.59,14.19,37.31,62.98,88.57,3,9,4.0,13.5,71.5,89.0
1667,1667,1,3,5,0,1650,1,60-40,640000.0,4,27.95,23.48,25.02,24.44,27.95,51.43,76.45,100.89,4,10,7.0,16.0,14.5,16.5
1668,1668,1,4,5,0,1200,1,60-40,640000.0,4,24.17,23.59,23.44,,24.17,47.76,71.2,,11,8,10.0,16.0,16.0,27.5
1669,1669,1,5,5,0,1200,1,80-60,850000.0,3,23.88,22.88,23.68,,23.88,46.76,70.44,,2,1,6.0,18.0,11.5,21.5
1670,1670,1,6,5,0,1650,1,105-80,1400000.0,1,27.28,23.28,25.47,24.29,27.28,50.56,76.03,100.32,3,1,4.0,16.0,27.5,24.0
1671,1671,1,7,5,0,1200,1,80-60,850000.0,3,23.41,22.95,23.91,,23.41,46.36,70.27,,3,5,2.0,10.1,19.5,47.5
1672,1672,1,8,5,0,1650,1,80-60,850000.0,3,27.55,23.52,24.76,24.64,27.55,51.07,75.83,100.47,4,6,12.0,28.0,14.0,32.5
1673,1673,0,1,4,0,1600,0,40-10,500000.0,5,25.17,24.14,24.16,23.7,25.17,49.31,73.47,97.17,11,6,13.0,36.0,21.0,141.0
1674,1674,0,2,4,0,1000,0,60-40,640000.0,4,13.45,21.08,22.89,,13.45,34.53,57.42,,13,8,5.0,21.5,12.5,22.5
1675,1675,0,3,4,0,1200,0,65-40,640000.0,4,24.14,23.02,23.31,,24.14,47.16,70.47,,7,6,8.0,11.0,18.0,17.5
1676,1676,0,4,4,0,1400,0,60-40,640000.0,4,13.44,21.59,24.14,24.28,13.44,35.03,59.17,83.45,11,2,4.0,32.5,54.5,30.0
1677,1677,0,5,4,0,1600,0,60-40,640000.0,4,24.92,22.66,24.16,23.98,24.92,47.58,71.74,95.72,2,8,4.0,13.0,30.0,13.0
1678,1678,0,6,4,0,1800,0,80-60,850000.0,3,14.14,23.19,24.25,23.92,14.14,37.33,61.58,85.5,5,9,8.0,31.0,12.5,68.5
1679,1679,0,7,4,0,1400,0,80-60,850000.0,3,13.69,22.91,23.88,22.52,13.69,36.6,60.48,83.0,1,2,13.0,11.0,10.5,88.0
1680,1680,0,8,4,0,1800,0,100-80,1150000.0,2,14.16,22.56,23.98,23.88,14.16,36.72,60.7,84.58,7,8,12.0,14.5,11.5,55.0
1681,1681,0,9,4,0,1400,0,110-90,1750000.0,1,13.42,21.39,23.42,23.72,13.42,34.81,58.23,81.95,13,10,11.0,47.5,71.0,20.5
1682,1682,0,10,4,0,1400,0,95-75,1150000.0,2,13.73,22.3,23.53,23.05,13.73,36.03,59.56,82.61,14,3,9.0,13.5,11.5,75.0
1683,1683,1,1,0,0,1800,1,40-10,500000.0,5,13.45,22.45,24.77,25.41,13.45,35.9,60.67,86.08,3,4,12.0,34.0,23.5,25.0
1684,1684,1,2,0,0,1000,1,60-40,640000.0,4,12.83,21.59,23.66,,12.83,34.42,58.08,,1,3,9.0,13.5,14.0,63.5
1685,1685,1,3,0,0,1200,1,60-40,640000.0,4,23.92,22.83,23.67,,23.92,46.75,70.42,,5,4,10.0,13.5,12.5,31.5
1686,1686,1,4,0,0,1650,1,60-40,640000.0,4,28.16,24.44,24.92,24.16,28.16,52.6,77.52,101.68,3,6,10.0,21.5,19.0,27.5
1687,1687,1,5,0,0,1200,1,80-60,850000.0,3,23.89,22.25,23.99,,23.89,46.14,70.13,,1,2,10.0,15.0,13.0,32.0
1688,1688,1,6,0,0,1200,1,80-60,850000.0,3,24.33,22.62,23.59,,24.33,46.95,70.54,,7,2,10.0,15.0,12.5,20.5
1689,1689,1,7,0,0,1000,1,100-80,1150000.0,2,12.7,21.27,23.19,,12.7,33.97,57.16,,12,1,4.0,17.5,67.5,31.5
1690,1690,1,8,0,0,1650,1,85-60,850000.0,3,28.06,24.67,24.59,23.86,28.06,52.73,77.32,101.18,6,5,8.0,19.5,20.0,15.0
1691,1691,0,1,0,1,1200,1,40-0,500000.0,5,23.49,22.2,23.96,,23.49,45.69,69.65,,8,2,4.0,20.5,18.0,17.0
1692,1692,0,2,5,0,1000,1,60-40,640000.0,4,13.72,21.23,22.44,,13.72,34.95,57.39,,3,4,11.0,14.0,42.0,20.0
1693,1693,0,3,0,1,1800,1,60-40,640000.0,4,13.97,22.78,23.78,23.55,13.97,36.75,60.53,84.08,7,2,13.0,19.5,19.0,21.5
1694,1694,0,4,0,1,1200,1,60-40,640000.0,4,23.77,22.53,23.61,,23.77,46.3,69.91,,4,10,2.0,22.0,22.0,31.5
1695,1695,0,5,5,0,1400,1,60-40,640000.0,4,13.92,21.83,23.44,23.64,13.92,35.75,59.19,82.83,1,5,12.0,13.5,10.1,42.0
1696,1696,0,6,0,1,1200,1,85-60,850000.0,3,23.47,22.28,23.1,,23.47,45.75,68.85,,3,9,4.0,33.5,11.0,19.0
1697,1697,0,7,0,1,1650,1,105-85,1400000.0,1,27.72,23.05,23.91,23.68,27.72,50.77,74.68,98.36,3,7,4.0,33.0,21.0,27.5
1698,1698,0,8,0,1,1200,1,80-60,850000.0,3,23.47,22.06,23.26,,23.47,45.53,68.79,,1,2,11.0,24.5,22.0,120.0
1699,1699,0,9,0,1,1650,1,80-60,850000.0,3,28.19,24.0,24.3,23.39,28.19,52.19,76.49,99.88,5,10,1.0,14.0,169.5,21.0
1700,1700,0,10,5,0,1400,1,80-60,850000.0,3,13.58,21.83,23.53,23.46,13.58,35.41,58.94,82.4,6,10,13.0,21.0,19.5,84.5
1701,1701,1,1,2,0,1650,1,40-15,500000.0,5,28.56,24.22,25.72,23.7,28.56,52.78,78.5,102.2,8,1,5.0,65.5,15.0,60.5
1702,1702,1,2,2,0,1200,1,60-40,640000.0,4,23.89,23.11,23.65,,23.89,47.0,70.65,,6,1,3.0,22.0,20.5,19.0
1703,1703,1,3,2,0,1650,1,60-40,832000.0,4,28.47,24.08,24.14,24.31,28.47,52.55,76.69,101.0,7,4,5.0,14.5,39.0,29.0
1704,1704,1,4,2,0,1650,1,60-40,832000.0,4,28.44,24.3,25.11,23.55,28.44,52.74,77.85,101.4,3,11,2.0,29.5,26.0,45.0
1705,1705,1,5,2,0,1200,1,80-60,850000.0,3,23.94,22.94,23.31,,23.94,46.88,70.19,,7,5,4.0,42.5,12.0,23.5
1706,1706,1,6,2,0,1650,1,80-60,1105000.0,3,27.84,24.28,24.83,23.77,27.84,52.12,76.95,100.72,11,12,7.0,56.5,13.0,20.5
1707,1707,1,7,2,0,1800,1,80-60,1105000.0,3,13.62,23.08,25.06,25.12,13.62,36.7,61.76,86.88,8,10,12.0,55.5,13.5,35.0
1708,1708,1,8,2,0,1650,1,95-75,1150000.0,2,28.08,23.89,25.05,23.44,28.08,51.97,77.02,100.46,6,11,1.0,26.5,28.0,51.5
1709,1709,0,1,0,0,1200,1,80-60,850000.0,3,24.19,22.73,23.1,,24.19,46.92,70.02,,6,1,10.0,12.5,13.0,11.5
1710,1710,0,2,0,0,1600,1,80-60,850000.0,3,25.05,22.77,24.05,23.77,25.05,47.82,71.87,95.64,3,11,9.0,11.5,13.0,28.0
1711,1711,0,3,0,0,1400,1,115-95,1750000.0,1,13.77,21.94,23.0,23.1,13.77,35.71,58.71,81.81,10,2,3.0,53.5,22.5,18.5
1712,1712,0,4,0,0,2400,1,G,14000000.0,11,26.06,24.09,25.42,25.27,26.06,50.15,75.57,100.84,5,9,1.0,17.0,28.0,13.0
1713,1713,0,5,0,0,1200,1,G,14000000.0,11,23.56,22.42,22.86,,23.56,45.98,68.84,,2,3,1.0,56.0,15.0,11.5
1714,1714,0,6,0,0,1400,1,80-60,850000.0,3,13.91,22.55,23.24,23.42,13.91,36.46,59.7,83.12,4,13,9.0,13.5,39.5,27.0
1715,1715,0,7,0,0,1600,1,G,16000000.0,11,24.77,22.97,24.03,23.02,24.77,47.74,71.77,94.79,4,12,14.0,26.5,77.0,23.5
1716,1716,0,8,0,0,2000,1,G,20000000.0,11,25.98,25.19,25.38,23.48,25.98,51.17,76.55,100.03,13,6,8.0,13.0,21.0,127.0
1717,1717,0,9,0,0,1200,1,100-80,1150000.0,2,24.22,22.41,22.95,,24.22,46.63,69.58,,7,4,1.0,14.5,22.0,27.5
1718,1718,0,10,0,0,1600,1,100-80,1150000.0,2,25.55,23.45,23.36,23.3,25.55,49.0,72.36,95.66,6,10,14.0,15.0,105.5,15.0
1719,1719,1,1,4,0,1650,1,40-0,500000.0,5,29.47,23.78,26.09,23.7,29.47,53.25,79.34,103.04,6,8,2.0,22.0,43.0,14.0
1720,1720,1,2,4,0,1650,1,60-40,640000.0,4,28.72,24.52,25.33,24.03,28.72,53.24,78.57,102.6,3,5,7.0,27.0,33.5,13.5
1721,1721,1,3,4,0,1200,1,40-10,500000.0,5,24.27,22.83,24.08,,24.27,47.1,71.18,,8,2,1.0,31.0,19.5,13.0
1722,1722,1,4,4,0,1200,2,60-40,640000.0,4,23.86,23.17,24.19,,23.86,47.03,71.22,,5,12,2.0,43.0,24.5,34.5
1723,1723,1,5,4,0,1800,2,60-40,640000.0,4,13.78,22.36,24.53,25.28,13.78,36.14,60.67,85.95,2,7,3.0,21.5,25.5,26.0
1724,1724,1,6,4,0,1000,2,85-60,850000.0,3,12.78,21.66,23.09,,12.78,34.44,57.53,,2,8,11.0,26.0,14.5,23.0
1725,1725,1,7,4,0,1650,2,80-60,850000.0,3,28.03,24.14,25.27,24.12,28.03,52.17,77.44,101.56,9,5,7.0,53.0,20.0,24.0
1726,1726,1,8,4,0,1200,2,80-60,850000.0,3,23.77,22.8,24.09,,23.77,46.57,70.66,,5,1,7.0,18.0,51.0,178.5
1727,1727,0,1,5,0,1000,1,40-15,500000.0,5,13.64,21.45,22.79,,13.64,35.09,57.88,,8,7,6.0,26.0,75.0,28.0
1728,1728,0,2,5,0,1200,1,60-40,640000.0,4,23.8,23.2,23.35,,23.8,47.0,70.35,,5,7,1.0,148.5,52.0,18.0
1729,1729,0,3,5,0,1600,1,40-10,500000.0,5,24.11,23.23,24.69,24.44,24.11,47.34,72.03,96.47,2,10,1.0,16.5,25.0,47.5
1730,1730,0,4,5,0,1000,1,60-40,640000.0,4,13.48,21.12,22.8,,13.48,34.6,57.4,,13,10,3.0,17.5,29.5,227.0
1731,1731,0,5,5,0,1400,1,60-40,640000.0,4,13.7,21.5,23.66,23.79,13.7,35.2,58.86,82.65,3,6,14.0,15.5,18.5,20.0
1732,1732,0,6,5,0,1600,1,60-40,640000.0,4,24.88,23.44,24.3,23.58,24.88,48.32,72.62,96.2,7,11,2.0,26.5,32.5,40.0
1733,1733,0,7,5,0,1000,1,80-60,850000.0,3,13.28,20.67,22.75,,13.28,33.95,56.7,,9,13,3.0,10.1,66.0,45.0
1734,1734,0,8,5,0,1800,1,80-60,850000.0,3,14.02,21.67,23.62,25.02,14.02,35.69,59.31,84.33,7,10,6.0,13.0,20.0,105.0
1735,1735,0,9,5,0,1400,1,100-80,1150000.0,2,13.69,21.64,23.52,23.55,13.69,35.33,58.85,82.4,12,9,5.0,21.0,112.0,20.5
1736,1736,0,10,5,0,1400,1,80-60,850000.0,3,13.45,21.8,23.67,23.36,13.45,35.25,58.92,82.28,2,11,10.0,10.5,82.0,18.0
1737,1737,1,1,5,0,1650,1,40-10,500000.0,5,27.89,24.48,25.55,24.33,27.89,52.37,77.92,102.25,1,5,4.0,64.5,55.0,18.5
1738,1738,1,2,5,0,1000,1,60-40,640000.0,4,12.84,21.66,23.35,,12.84,34.5,57.85,,4,11,8.0,57.0,16.0,34.5
1739,1739,1,3,5,0,1200,1,65-40,640000.0,4,23.84,22.52,23.81,,23.84,46.36,70.17,,6,4,9.0,15.5,11.5,62.5
1740,1740,1,4,5,0,1650,1,60-40,640000.0,4,28.12,24.16,25.0,24.07,28.12,52.28,77.28,101.35,4,11,12.0,46.5,28.5,13.5
1741,1741,1,5,5,0,1200,1,85-60,850000.0,3,23.56,22.97,23.49,,23.56,46.53,70.02,,10,3,5.0,23.0,29.5,63.5
1742,1742,1,6,5,0,1650,1,80-60,850000.0,3,27.44,22.78,25.03,24.25,27.44,50.22,75.25,99.5,8,6,9.0,15.0,36.5,24.5
1743,1743,1,7,5,0,1650,1,80-60,850000.0,3,28.33,23.28,24.92,23.84,28.33,51.61,76.53,100.37,2,11,12.0,12.5,28.5,125.5
1744,1744,1,8,5,0,1200,1,115-90,1750000.0,1,23.83,22.53,23.24,,23.83,46.36,69.6,,5,10,2.0,15.0,60.5,28.0
1745,1745,0,1,1,0,1800,1,40-10,500000.0,5,14.09,22.62,24.33,24.67,14.09,36.71,61.04,85.71,1,3,9.0,33.0,66.5,37.0
1746,1746,0,2,1,0,1200,1,60-40,640000.0,4,24.06,22.8,23.68,,24.06,46.86,70.54,,12,9,8.0,21.5,31.0,22.5
1747,1747,0,3,0,1,1200,1,60-40,640000.0,4,23.75,23.28,22.88,,23.75,47.03,69.91,,11,9,12.0,76.0,83.5,80.5
1748,1748,0,4,1,0,2000,1,60-40,640000.0,4,25.84,23.5,24.16,25.47,25.84,49.34,73.5,98.97,14,13,7.0,44.0,29.5,19.5
1749,1749,0,5,1,0,1400,1,60-40,640000.0,4,13.72,22.05,23.34,24.33,13.72,35.77,59.11,83.44,12,3,2.0,15.0,16.0,16.0
1750,1750,0,6,1,0,1400,1,80-60,850000.0,3,13.44,22.03,24.06,23.88,13.44,35.47,59.53,83.41,1,12,14.0,27.5,26.0,36.5
1751,1751,0,7,1,0,2000,1,105-80,1400000.0,1,26.0,24.56,24.59,23.97,26.0,50.56,75.15,99.12,2,1,10.0,11.5,52.5,17.5
1752,1752,0,8,0,1,1200,1,80-60,850000.0,3,23.56,22.31,23.14,,23.56,45.87,69.01,,7,5,3.0,56.0,16.5,24.0
1753,1753,0,9,1,0,1000,1,100-80,1150000.0,2,13.61,21.53,22.23,,13.61,35.14,57.37,,14,6,9.0,70.0,25.0,26.0
1754,1754,0,10,1,0,1600,1,80-60,850000.0,3,24.72,24.61,24.27,23.48,24.72,49.33,73.6,97.08,4,3,5.0,18.0,21.5,22.0
1755,1755,0,1,3,0,1200,1,40-10,500000.0,5,24.25,22.91,23.85,,24.25,47.16,71.01,,13,14,4.0,18.0,31.0,61.5
1756,1756,0,2,3,0,1400,1,60-40,640000.0,4,13.66,22.2,23.98,23.62,13.66,35.86,59.84,83.46,10,3,1.0,15.5,34.0,87.5
1757,1757,0,3,3,0,1200,1,60-40,640000.0,4,24.16,22.77,23.63,,24.16,46.93,70.56,,13,2,9.0,54.5,10.5,37.0
1758,1758,0,4,3,0,1200,1,80-60,850000.0,3,23.47,22.34,24.18,,23.47,45.81,69.99,,8,6,1.0,12.5,28.0,32.0
1759,1759,0,5,3,0,1400,1,40-10,500000.0,5,13.56,21.78,23.75,24.49,13.56,35.34,59.09,83.58,10,8,9.0,19.5,24.5,54.5
1760,1760,0,6,3,0,1600,1,60-40,640000.0,4,24.88,22.81,24.28,24.14,24.88,47.69,71.97,96.11,12,3,7.0,18.0,25.5,62.5
1761,1761,0,7,3,0,2000,1,80-60,850000.0,3,25.77,24.78,26.03,23.59,25.77,50.55,76.58,100.17,4,2,7.0,16.5,91.0,22.5
1762,1762,0,8,3,0,1200,1,80-60,850000.0,3,24.44,23.05,22.8,,24.44,47.49,70.29,,6,8,4.0,20.0,14.0,21.0
1763,1763,0,9,3,0,1400,1,80-60,850000.0,3,13.47,21.92,23.8,23.65,13.47,35.39,59.19,82.84,10,3,5.0,13.5,18.0,31.0
1764,1764,0,10,3,0,1400,1,G,2300000.0,13,13.42,21.3,23.2,24.06,13.42,34.72,57.92,81.98,11,10,13.0,14.0,11.0,48.5
1765,1765,0,11,3,0,1600,1,105-80,1400000.0,1,25.56,23.69,23.53,23.2,25.56,49.25,72.78,95.98,3,2,4.0,26.5,13.0,72.5
1766,1766,1,1,0,0,1000,1,40-10,500000.0,5,13.09,21.88,23.14,,13.09,34.97,58.11,,7,3,12.0,19.0,24.0,175.5
1767,1767,1,2,0,0,1650,1,60-40,640000.0,4,27.86,24.45,25.11,23.93,27.86,52.31,77.42,101.35,10,9,7.0,53.5,43.0,16.0
1768,1768,1,3,0,0,1650,1,60-40,640000.0,4,29.64,25.88,25.77,22.68,29.64,55.52,81.29,103.97,1,5,12.0,26.0,24.0,29.5
1769,1769,1,4,0,0,1200,1,60-40,640000.0,4,23.88,22.83,23.56,,23.88,46.71,70.27,,3,2,7.0,22.0,19.0,22.5
1770,1770,1,5,0,0,1000,1,80-60,850000.0,3,12.83,21.41,22.66,,12.83,34.24,56.9,,12,4,10.0,22.0,17.0,66.5
1771,1771,1,6,0,0,1200,1,85-60,850000.0,3,23.81,23.36,23.1,,23.81,47.17,70.27,,2,10,11.0,33.0,17.5,32.0
1772,1772,1,7,0,0,1650,1,100-80,1150000.0,2,27.83,25.03,24.69,23.3,27.83,52.86,77.55,100.85,9,8,3.0,18.5,18.5,36.0
1773,1773,1,8,0,0,1650,1,80-60,850000.0,3,27.5,23.84,24.61,24.31,27.5,51.34,75.95,100.26,12,8,2.0,28.0,26.5,20.0
1774,1774,0,1,4,0,1200,1,60-40,640000.0,4,24.25,23.11,23.39,,24.25,47.36,70.75,,5,6,12.0,14.5,15.0,53.5
1775,1775,0,2,4,0,1000,1,60-40,640000.0,4,13.55,21.19,23.1,,13.55,34.74,57.84,,12,6,5.0,36.5,17.0,35.0
1776,1776,0,3,0,1,1800,1,60-40,640000.0,4,13.92,22.91,24.5,24.56,13.92,36.83,61.33,85.89,9,6,5.0,15.5,40.0,35.0
1777,1777,0,4,0,1,1650,1,40-10,500000.0,5,28.12,23.44,24.92,24.19,28.12,51.56,76.48,100.67,14,13,10.0,39.5,48.5,30.0
1778,1778,0,5,4,0,1400,1,60-40,640000.0,4,13.48,21.41,23.45,24.55,13.48,34.89,58.34,82.89,9,10,14.0,24.0,160.5,156.5
1779,1779,0,6,0,1,1200,1,85-60,850000.0,3,23.48,22.17,23.32,,23.48,45.65,68.97,,4,7,8.0,12.0,26.0,25.0
1780,1780,0,7,4,0,1400,1,80-60,850000.0,3,13.84,22.47,23.69,23.37,13.84,36.31,60.0,83.37,1,3,5.0,15.5,19.5,68.5
1781,1781,0,8,0,1,1200,1,110-85,1750000.0,1,23.44,21.69,23.71,,23.44,45.13,68.84,,7,8,11.0,25.5,20.0,39.5
1782,1782,0,9,4,0,1600,1,80-60,850000.0,3,25.0,23.22,24.74,22.84,25.0,48.22,72.96,95.8,4,7,13.0,13.0,13.5,73.0
1783,1783,0,10,4,0,1400,1,100-80,1150000.0,2,13.83,21.88,23.78,23.26,13.83,35.71,59.49,82.75,14,1,9.0,14.0,14.5,43.0
1784,1784,1,1,2,0,1800,1,40-10,500000.0,5,13.56,24.34,24.91,25.14,13.56,37.9,62.81,87.95,9,4,7.0,15.5,24.0,26.5
1785,1785,1,2,2,0,1650,1,40-10,500000.0,5,27.94,24.38,24.61,24.21,27.94,52.32,76.93,101.14,10,7,3.0,66.5,28.5,36.5
1786,1786,1,3,2,0,1200,1,60-40,640000.0,4,23.73,22.95,23.84,,23.73,46.68,70.52,,2,6,5.0,11.0,20.0,56.0
1787,1787,1,4,2,0,1000,1,60-40,640000.0,4,12.88,21.72,23.13,,12.88,34.6,57.73,,4,10,1.0,16.0,16.0,115.0
1788,1788,1,5,2,0,1650,1,60-40,640000.0,4,28.14,24.09,24.58,23.95,28.14,52.23,76.81,100.76,1,6,7.0,15.0,17.0,18.5
1789,1789,1,6,2,0,1200,1,80-60,850000.0,3,24.28,23.45,22.95,,24.28,47.73,70.68,,4,1,3.0,17.0,23.0,15.5
1790,1790,1,7,2,0,1650,1,80-60,850000.0,3,28.34,24.39,24.36,23.67,28.34,52.73,77.09,100.76,9,6,10.0,14.5,19.5,27.0
1791,1791,1,8,2,0,1800,1,85-60,850000.0,3,13.69,22.88,24.5,24.98,13.69,36.57,61.07,86.05,9,5,11.0,28.5,16.0,30.5
1792,1792,0,1,0,1,1200,1,40-10,500000.0,5,23.84,22.27,23.88,,23.84,46.11,69.99,,2,4,10.0,15.5,15.5,31.0
